key,arabic,english,french,ar_source,en_source,fr_source,translation_status,use_count,first_used_in
Executive Dashboard,اللوحة التنفيذية,Executive Dashboard,Tableau de bord de direction,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Executive.cshtml
Exempt,معفى,Exempt,Exonéré,shared,shared,shared,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
Exhausted,استُنفدت المحاولات,Exhausted,Tentatives épuisées,view,view,view,translated in all three,1,CrossBuy/Views/BusinessEventMonitor/Index.cshtml
Existing BOQ item,بند BOQ قائم,Existing BOQ item,Article BOQ existant,view,view,view,translated in all three,1,CrossBuy/Views/Project/VariationOrders.cshtml
Exit,خروج,Exit,Quitter,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Expand,توسيع,Expand,Développer,view,view,view,translated in all three,5,CrossBuy/Views/Accounting/ChartOfAccounts.cshtml
Expand all,توسيع الكل,Expand all,Tout développer,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/ChartOfAccounts.cshtml
Expected,تاريخ التسليم المتوقع,Expected,Prévu,view,view,view,translated in all three,4,CrossBuy/Views/Crm/OpportunityInsights.cshtml
Expected cash,النقد المتوقّع,Expected cash,Expected cash,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/PosApp/Terminal.cshtml
Expected close,تاريخ الإغلاق المتوقع,Expected close,Expected close,view,fallback-to-key,fallback-to-key,english falls back to key text,2,CrossBuy/Views/Crm/Opportunities.cshtml
Expected close date passed,تجاوز تاريخ الإغلاق المتوقع منذ,Expected close date passed,Date de clôture prévue dépassée depuis,view,view,view,translated in all three,1,CrossBuy/Views/Crm/OpportunityInsights.cshtml
Expected inflow,متحصلات متوقعة,Expected inflow,Entrées attendues,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/AiInsights.cshtml
Expected outflow,مدفوعات متوقعة,Expected outflow,Sorties attendues,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/AiInsights.cshtml
Expected salary,الراتب المتوقّع,Expected salary,Salaire attendu,view,view,view,translated in all three,2,CrossBuy/Views/Admin/ApplicationDetail.cshtml
Expense,المصروفات,Expense,Charges,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/Executive.cshtml
Expense Distribution,توزيع المصروفات,Expense Distribution,Répartition des charges,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Index.cshtml
Expense acct,حساب المصروف,Expense acct,Compte de charge,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/NewPurchaseInvoice.cshtml
Expenses,المصروفات,Expenses,Charges,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/IncomeStatement.cshtml
Experience letter,شهادة خبرة,Experience letter,Certificat de travail,view,view,view,translated in all three,1,CrossBuy/Views/People/Requests.cshtml
Expired,منتهٍ,Expired,Expiré,view,view,view,translated in all three,8,CrossBuy/Views/Admin/HrDocuments.cshtml
Expired or soon-to-expire batches,دفعات منتهية أو قرب انتهائها,Expired or soon-to-expire batches,Lots expirés ou proches de l'expiration,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Reports.cshtml
Expires,ينتهي في,Expires,Expire le,view,view,view,translated in all three,2,CrossBuy/Views/Documents/Workspace.cshtml
Expires at,ينتهي في,Expires at,Expires at,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Announcements/Index.cshtml
Expiring documents,مستندات قرب انتهاؤها,Expiring documents,Expiring documents,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Admin/Index.cshtml
Expiring soon,يقترب من الانتهاء,Expiring soon,Bientôt expiré,view,view,view,translated in all three,1,CrossBuy/Views/Documents/Workspace.cshtml
Expiring within,دفعات تنتهي خلال,Expiring within,Expirant dans,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ExpiryAlerts.cshtml
Expiry,الصلاحية,Expiry,Expiration,view,view,view,translated in all three,4,CrossBuy/Views/Admin/HrDocuments.cshtml
Expiry alerts,تنبيهات الصلاحية,Expiry alerts,Alertes d'expiration,view,view,view,translated in all three,4,CrossBuy/Views/Admin/Index.cshtml
Expiry date,تاريخ الصلاحية,Expiry date,Date d'expiration,view,view,view,translated in all three,3,CrossBuy/Views/Admin/ApplicationDetail.cshtml
Expiry-tracked,مُتتبَّع الصلاحية,Expiry-tracked,Expiry-tracked,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Inventory/NewCount.cshtml
Expiry-tracked items are counted per batch. A batch you do not tick is treated as NOT counted — left untouched and reported as uncounted (its stock is never zeroed).,الأصناف مُتتبَّعة الصلاحية تُعَدّ لكل دفعة. الدفعة التي لا تؤشّرها تُعتبَر غير معدودة — تُترَك دون مساس وتُعرَض كغير معدودة (لا يُصفَّر رصيدها أبدًا).,Expiry-tracked items are counted per batch. A batch you do not tick is treated as NOT counted — left untouched and reported as uncounted (its stock is never zeroed).,Expiry-tracked items are counted per batch. A batch you do not tick is treated as NOT counted — left untouched and reported as uncounted (its stock is never zeroed).,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Inventory/NewCount.cshtml
Export,تصدير,Export,Exporter,shared,shared,shared,translated in all three,1,CrossBuy/Views/Inventory/IntegrityReconciliation.cshtml
Export Excel,تصدير Excel,Export Excel,Exporter vers Excel,view,view,view,translated in all three,4,CrossBuy/Views/Accounting/CustomerAnalytics.cshtml
External,خارجي,External,Externe,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/WorkOrderDetails.cshtml
External worker,عامل خارجي,External worker,Travailleur externe,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/WorkOrderDetails.cshtml
ExternalNotConfigured,الدخول الموحّد غير مُفعّل في هذا التنصيب. مدير النظام يستطيع تفعيله.,Single sign-on is not set up for this installation. Your system administrator can enable it.,L'authentification unique n'est pas configurée sur cette installation. Votre administrateur peut l'activer.,shared,shared,shared,translated in all three,1,CrossBuy/Views/Shared/Components/ExternalSignIn/Default.cshtml
Extra images shown in the storefront product gallery. The first one is also used as the catalog hover image. Display only.,صور إضافية تظهر في معرض المنتج بالمتجر، وأول صورة تُستخدم كصورة التمرير في الكتالوج. للعرض فقط.,Extra images shown in the storefront product gallery. The first one is also used as the catalog hover image. Display only.,Extra images shown in the storefront product gallery. The first one is also used as the catalog hover image. Display only.,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Extra price,سعر إضافي,Extra price,Prix supplémentaire,view,view,view,translated in all three,1,CrossBuy/Views/Pos/Modifiers.cshtml
FAQ Page,صفحة الأسئلة الشائعة,FAQ Page,Page FAQ,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
FX Revaluation,إعادة تقييم العملات الأجنبية,FX Revaluation,Réévaluation de change,view,view,view,translated in all three,1,CrossBuy/Views/Currency/Revaluation.cshtml
FX rate,سعر الصرف,FX rate,Taux de change,view,view,view,translated in all three,8,CrossBuy/Views/Accounting/NewPurchaseInvoice.cshtml
FY,السنة,FY,Exercice,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Index.cshtml
Failed,فشل,Failed,Échec,view,view,view,translated in all three,6,CrossBuy/Views/BusinessEventMonitor/Index.cshtml
Failed to load data.,تعذّر تحميل البيانات.,Failed to load data.,Échec du chargement des données.,view,view,view,translated in all three,2,CrossBuy/Views/Admin/LeaveTypesList.cshtml
Failed to load parent data.,تعذر جلب بيانات الأب.,Failed to load parent data.,Échec du chargement des données parentes.,view,view,view,translated in all three,1,CrossBuy/Views/Admin/AdministrativeStructure.cshtml
Failed to load policies.,فشل تحميل السياسات.,Failed to load policies.,Échec du chargement des politiques.,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Failed to load policy details.,فشل تحميل تفاصيل السياسة.,Failed to load policy details.,Échec du chargement des détails de la politique.,view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Failed to load types,فشل تحميل الأنواع,Failed to load types,Échec du chargement des types,view,view,view,translated in all three,1,CrossBuy/Views/Admin/Polices.cshtml
Falls on approved leave,يقع ضمن إجازة معتمدة,Falls on approved leave,Tombe pendant un congé approuvé,view,view,view,translated in all three,1,CrossBuy/Views/Roster/Index.cshtml
Farm Business,أعمال المزارع,Farm Business,Activité agricole,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_mainLayout.cshtml
Farm Careers,وظائف المزارع,Farm Careers,Carrières agricoles,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_mainLayout.cshtml
Fast & reliable,Fast & reliable,Fast & reliable,Fast & reliable,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Portal/Choose.cshtml
Favourite,إضافة للمفضّلة,Favourite,Ajouter aux favoris,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Viewer.cshtml
Favourite Reports,التقارير المفضلة,Favourite Reports,Favourite Reports,view,view,fallback-to-key,MISSING french — English key shown,1,CrossBuy/Views/Workspace/Index.cshtml
Favourites,المفضّلة,Favourites,Favoris,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Index.cshtml
Favourites only,المفضّلة فقط,Favourites only,Favoris uniquement,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Index.cshtml
Featured,المميّزة,Featured,Featured,view,fallback-to-key,fallback-to-key,english falls back to key text,2,CrossBuy/Views/Home/Store.cshtml
Featured Categories,Featured Categories,Featured Categories,Featured Categories,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Home/Store.cshtml
Feb,فبراير,Feb,Févr,view,view,view,translated in all three,3,CrossBuy/Views/Accounting/Payroll.cshtml
February,فبراير,February,Février,view,view,view,translated in all three,2,CrossBuy/Views/People/Attendance.cshtml
Fee,الرسم,Fee,Frais,view,view,view,translated in all three,1,CrossBuy/Views/Pos/DeliveryZones.cshtml
Female,أنثى,Female,Femme,view,view,view,translated in all three,2,CrossBuy/Views/Admin/ApplicationForm.cshtml
Field,الحقل,Field,Champ,view,view,view,translated in all three,1,CrossBuy/Views/Crm/ScoringRules.cshtml
Fields,الحقول,Fields,Champs,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Index.cshtml
File,الملف,File,Fichier,view,view,view,translated in all three,1,CrossBuy/Views/Admin/ApplicationDetail.cshtml
File Manager,إدارة الملفات,File Manager,Gestionnaire de fichiers,view,fallback-to-key,view,english falls back to key text,1,CrossBuy/Views/FileManager/Index.cshtml
File not found,الملف غير موجود,File not found,Fichier introuvable,view,view,view,translated in all three,1,CrossBuy/Views/Admin/ApplicationDetail.cshtml
File return,تقديم الإقرار,File return,Déposer la déclaration,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/VatReturns.cshtml
File swept,تم حذف الملف,File swept,Fichier supprimé,view,view,view,translated in all three,2,CrossBuy/Views/Reports/Index.cshtml
File_size,الحد الاقصي لحجم الملف هو 1 ميجا بايت واقصي عدد ممكن هو 5 ملفات,Max file size is 1MB and max number of files is 5.,La taille maximale d'un fichier est de 1 Mo et le nombre maximal de fichiers est de 5.,shared,shared,shared,translated in all three,2,CrossBuy/Views/Service/BranchDetails.cshtml
Filed,مُقدَّم,Filed,Déposée,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/VatReturnDetail.cshtml
Filed at,تاريخ التقديم,Filed at,Déposée le,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/VatReturnDetail.cshtml
